date,etl_timestamp,NO_UNKNOWN,Yes
2020-04-20,2020-08-14 17:20:02,361,129
2020-06-18,2020-08-14 17:20:02,89,9
2020-04-27,2020-08-14 17:20:02,316,109
2020-05-25,2020-08-14 17:20:02,100,29
2020-07-15,2020-08-14 17:20:02,150,9
2020-04-10,2020-08-14 17:20:02,451,126
2020-07-26,2020-08-14 17:20:02,80,12
2020-06-11,2020-08-14 17:20:02,84,18
2020-03-20,2020-08-14 17:20:02,24,8
2020-03-19,2020-08-14 17:20:02,27,5
2020-04-11,2020-08-14 17:20:02,294,122
2020-05-10,2020-08-14 17:20:02,96,25
2020-04-16,2020-08-14 17:20:02,383,144
2020-06-06,2020-08-14 17:20:02,60,22
2020-07-31,2020-08-14 17:20:02,127,16
2020-06-26,2020-08-14 17:20:02,72,15
2020-07-07,2020-08-14 17:20:02,124,15
2020-07-04,2020-08-14 17:20:02,57,12
2020-06-09,2020-08-14 17:20:02,119,22
2020-05-17,2020-08-14 17:20:02,109,33
NA,2020-08-14 17:20:02,185,35
2020-04-06,2020-08-14 17:20:02,417,135
2020-06-12,2020-08-14 17:20:02,79,25
2020-04-17,2020-08-14 17:20:02,469,130
2020-04-08,2020-08-14 17:20:02,438,138
2020-06-23,2020-08-14 17:20:02,134,20
2020-05-06,2020-08-14 17:20:02,299,60
2020-04-21,2020-08-14 17:20:02,394,111
2020-07-21,2020-08-14 17:20:02,143,13
2020-03-30,2020-08-14 17:20:02,168,72
2020-05-02,2020-08-14 17:20:02,232,72
2020-05-31,2020-08-14 17:20:02,81,30
2020-07-19,2020-08-14 17:20:02,97,8
2020-08-03,2020-08-14 17:20:02,79,8
2020-06-07,2020-08-14 17:20:02,70,19
2020-05-14,2020-08-14 17:20:02,220,44
2020-07-18,2020-08-14 17:20:02,95,15
2020-08-09,2020-08-14 17:20:02,100,9
2020-08-04,2020-08-14 17:20:02,92,9
2020-04-22,2020-08-14 17:20:02,419,112
2020-04-29,2020-08-14 17:20:02,420,102
2020-06-13,2020-08-14 17:20:02,79,18
2020-05-01,2020-08-14 17:20:02,309,105
2020-07-02,2020-08-14 17:20:02,103,17
2020-07-28,2020-08-14 17:20:02,112,NA
2020-04-01,2020-08-14 17:20:02,306,115
2020-08-10,2020-08-14 17:20:02,98,NA
2020-06-02,2020-08-14 17:20:02,111,23
2020-08-07,2020-08-14 17:20:02,97,NA
2020-05-26,2020-08-14 17:20:02,186,28
2020-05-30,2020-08-14 17:20:02,106,19
2020-06-04,2020-08-14 17:20:02,63,22
2020-03-21,2020-08-14 17:20:02,43,10
2020-04-05,2020-08-14 17:20:02,313,97
2020-07-11,2020-08-14 17:20:02,84,14
2020-05-20,2020-08-14 17:20:02,172,22
2020-08-12,2020-08-14 17:20:02,175,NA
2020-06-22,2020-08-14 17:20:02,101,7
2020-04-04,2020-08-14 17:20:02,436,116
