date,etl_timestamp,NO_UNKNOWN,Yes
2020-07-19,2020-08-26 17:20:02,97,8
2020-06-02,2020-08-26 17:20:02,110,23
2020-08-07,2020-08-26 17:20:02,94,8
2020-05-26,2020-08-26 17:20:02,194,28
2020-07-09,2020-08-26 17:20:02,101,12
2020-08-16,2020-08-26 17:20:02,85,10
2020-05-30,2020-08-26 17:20:02,108,19
2020-08-19,2020-08-26 17:20:02,114,NA
2020-05-18,2020-08-26 17:20:02,153,29
2020-06-04,2020-08-26 17:20:02,63,22
2020-07-13,2020-08-26 17:20:02,117,21
2020-05-15,2020-08-26 17:20:02,215,49
2020-03-21,2020-08-26 17:20:02,43,10
2020-07-24,2020-08-26 17:20:02,193,19
2020-04-25,2020-08-26 17:20:02,227,102
2020-04-05,2020-08-26 17:20:02,313,98
2020-08-05,2020-08-26 17:20:02,128,9
2020-07-11,2020-08-26 17:20:02,83,16
2020-05-22,2020-08-26 17:20:02,169,33
2020-06-26,2020-08-26 17:20:02,73,15
2020-05-20,2020-08-26 17:20:02,172,22
2020-04-24,2020-08-26 17:20:02,386,106
2020-06-01,2020-08-26 17:20:02,76,27
2020-04-10,2020-08-26 17:20:02,452,127
2020-06-29,2020-08-26 17:20:02,114,14
2020-04-27,2020-08-26 17:20:02,321,110
2020-04-02,2020-08-26 17:20:02,242,120
2020-08-12,2020-08-26 17:20:02,195,5
2020-06-17,2020-08-26 17:20:02,126,19
2020-06-18,2020-08-26 17:20:02,91,9
2020-07-17,2020-08-26 17:20:02,175,25
2020-07-10,2020-08-26 17:20:02,95,16
2020-06-22,2020-08-26 17:20:02,100,8
2020-04-13,2020-08-26 17:20:02,145,109
2020-06-25,2020-08-26 17:20:02,110,14
2020-07-31,2020-08-26 17:20:02,132,17
2020-05-09,2020-08-26 17:20:02,186,40
2020-04-14,2020-08-26 17:20:02,260,121
2020-06-12,2020-08-26 17:20:02,80,25
2020-07-21,2020-08-26 17:20:02,143,13
2020-05-03,2020-08-26 17:20:02,119,50
2020-04-04,2020-08-26 17:20:02,436,117
2020-06-09,2020-08-26 17:20:02,120,22
2020-04-17,2020-08-26 17:20:02,469,130
2020-07-05,2020-08-26 17:20:02,69,11
2020-07-01,2020-08-26 17:20:02,139,20
NA,2020-08-26 17:20:02,31,10
2020-05-02,2020-08-26 17:20:02,235,72
2020-04-18,2020-08-26 17:20:02,197,78
2020-05-31,2020-08-26 17:20:02,81,31
2020-04-16,2020-08-26 17:20:02,384,143
2020-06-21,2020-08-26 17:20:02,53,13
2020-08-18,2020-08-26 17:20:02,120,NA
2020-07-22,2020-08-26 17:20:02,194,10
2020-07-15,2020-08-26 17:20:02,150,9
2020-03-25,2020-08-26 17:20:02,129,40
2020-03-26,2020-08-26 17:20:02,128,67
2020-04-03,2020-08-26 17:20:02,381,131
2020-06-08,2020-08-26 17:20:02,89,21
2020-04-30,2020-08-26 17:20:02,337,98
2020-03-28,2020-08-26 17:20:02,106,40
2020-04-23,2020-08-26 17:20:02,422,151
2020-03-31,2020-08-26 17:20:02,276,87
2020-03-17,2020-08-26 17:20:02,13,NA
2020-04-26,2020-08-26 17:20:02,114,93
2020-03-22,2020-08-26 17:20:02,38,12
2020-03-29,2020-08-26 17:20:02,162,53
2020-06-05,2020-08-26 17:20:02,98,21
2020-06-10,2020-08-26 17:20:02,93,21
2020-05-21,2020-08-26 17:20:02,283,37
2020-07-03,2020-08-26 17:20:02,117,12
2020-08-17,2020-08-26 17:20:02,82,7
2020-03-18,2020-08-26 17:20:02,7,NA
2020-05-27,2020-08-26 17:20:02,144,44
2020-05-13,2020-08-26 17:20:02,190,55
2020-04-09,2020-08-26 17:20:02,440,143
2020-08-01,2020-08-26 17:20:02,52,14
2020-04-12,2020-08-26 17:20:02,301,117
2020-07-16,2020-08-26 17:20:02,132,14
2020-07-30,2020-08-26 17:20:02,131,6
2020-06-27,2020-08-26 17:20:02,97,15
2020-07-25,2020-08-26 17:20:02,133,8
2020-08-08,2020-08-26 17:20:02,82,7
2020-08-11,2020-08-26 17:20:02,153,14
2020-06-03,2020-08-26 17:20:02,114,33
2020-08-14,2020-08-26 17:20:02,124,5
2020-05-07,2020-08-26 17:20:02,253,59
2020-07-12,2020-08-26 17:20:02,72,16
2020-07-29,2020-08-26 17:20:02,134,19
2020-06-14,2020-08-26 17:20:02,45,15
2020-07-14,2020-08-26 17:20:02,128,16
2020-04-28,2020-08-26 17:20:02,374,99
2020-08-02,2020-08-26 17:20:02,74,11
2020-04-15,2020-08-26 17:20:02,445,161
2020-08-25,2020-08-26 17:20:02,48,NA
2020-05-04,2020-08-26 17:20:02,291,82
2020-06-16,2020-08-26 17:20:02,75,13
2020-06-19,2020-08-26 17:20:02,108,13
2020-08-23,2020-08-26 17:20:02,56,NA
2020-05-28,2020-08-26 17:20:02,176,33
2020-08-13,2020-08-26 17:20:02,98,NA
2020-05-24,2020-08-26 17:20:02,151,26
2020-06-24,2020-08-26 17:20:02,114,16
2020-03-14,2020-08-26 17:20:02,5,NA
2020-05-29,2020-08-26 17:20:02,179,27
2020-05-11,2020-08-26 17:20:02,188,58
2020-08-15,2020-08-26 17:20:02,100,NA
2020-05-16,2020-08-26 17:20:02,144,22
2020-04-07,2020-08-26 17:20:02,374,139
2020-03-27,2020-08-26 17:20:02,172,51
2020-08-06,2020-08-26 17:20:02,147,15
2020-07-08,2020-08-26 17:20:02,108,13
2020-06-15,2020-08-26 17:20:02,74,21
2020-04-20,2020-08-26 17:20:02,365,128
2020-06-11,2020-08-26 17:20:02,86,18
2020-03-20,2020-08-26 17:20:02,24,8
2020-03-19,2020-08-26 17:20:02,27,5
2020-04-11,2020-08-26 17:20:02,294,122
2020-05-10,2020-08-26 17:20:02,98,25
2020-07-07,2020-08-26 17:20:02,124,15
2020-04-21,2020-08-26 17:20:02,396,112
2020-03-30,2020-08-26 17:20:02,169,72
2020-08-22,2020-08-26 17:20:02,83,NA
2020-08-21,2020-08-26 17:20:02,87,NA
