date,etl_timestamp,NO_UNKNOWN,Yes
2020-04-09,2020-09-07 17:20:02,440,143
2020-05-08,2020-09-07 17:20:02,292,65
2020-07-29,2020-09-07 17:20:02,134,19
2020-06-14,2020-09-07 17:20:02,45,15
2020-07-23,2020-09-07 17:20:02,206,14
2020-07-14,2020-09-07 17:20:02,128,16
2020-04-28,2020-09-07 17:20:02,373,99
2020-08-02,2020-09-07 17:20:02,74,11
2020-04-15,2020-09-07 17:20:02,446,161
2020-08-25,2020-09-07 17:20:02,99,NA
2020-05-04,2020-09-07 17:20:02,291,82
2020-06-16,2020-09-07 17:20:02,75,13
2020-06-19,2020-09-07 17:20:02,108,13
2020-07-20,2020-09-07 17:20:02,109,16
2020-08-30,2020-09-07 17:20:02,79,NA
2020-05-28,2020-09-07 17:20:02,176,34
2020-08-13,2020-09-07 17:20:02,99,NA
2020-09-02,2020-09-07 17:20:02,123,NA
2020-05-24,2020-09-07 17:20:02,151,26
2020-06-24,2020-09-07 17:20:02,114,16
2020-03-14,2020-09-07 17:20:02,5,NA
2020-05-29,2020-09-07 17:20:02,179,27
2020-08-24,2020-09-07 17:20:02,76,6
2020-05-11,2020-09-07 17:20:02,188,58
2020-05-05,2020-09-07 17:20:02,280,88
2020-05-16,2020-09-07 17:20:02,144,22
2020-06-20,2020-09-07 17:20:02,105,19
2020-04-07,2020-09-07 17:20:02,374,139
2020-03-27,2020-09-07 17:20:02,173,50
2020-08-06,2020-09-07 17:20:02,147,15
2020-09-01,2020-09-07 17:20:02,202,NA
2020-07-08,2020-09-07 17:20:02,108,13
2020-06-15,2020-09-07 17:20:02,74,21
2020-08-21,2020-09-07 17:20:02,80,12
2020-04-20,2020-09-07 17:20:02,364,128
2020-06-11,2020-09-07 17:20:02,86,18
2020-03-20,2020-09-07 17:20:02,24,8
2020-03-19,2020-09-07 17:20:02,27,5
2020-04-11,2020-09-07 17:20:02,294,123
2020-05-10,2020-09-07 17:20:02,98,25
2020-06-06,2020-09-07 17:20:02,62,22
2020-09-03,2020-09-07 17:20:02,88,NA
2020-08-20,2020-09-07 17:20:02,105,8
2020-07-07,2020-09-07 17:20:02,124,15
2020-07-04,2020-09-07 17:20:02,57,12
2020-05-17,2020-09-07 17:20:02,109,33
2020-04-06,2020-09-07 17:20:02,421,134
2020-06-23,2020-09-07 17:20:02,134,21
2020-04-21,2020-09-07 17:20:02,397,112
2020-03-30,2020-09-07 17:20:02,169,72
2020-08-22,2020-09-07 17:20:02,79,NA
2020-09-04,2020-09-07 17:20:02,84,NA
2020-08-03,2020-09-07 17:20:02,81,9
2020-05-14,2020-09-07 17:20:02,219,45
