result_date,etl_timestamp,negative,positive
2020-07-17,2020-08-17 17:20:01,2966,198
2020-04-04,2020-08-17 17:20:01,811,552
2020-08-07,2020-08-17 17:20:01,2590,100
2020-03-21,2020-08-17 17:20:01,354,53
2020-05-16,2020-08-17 17:20:01,1366,164
2020-04-20,2020-08-17 17:20:01,626,490
2020-08-16,2020-08-17 17:20:01,1848,62
2020-04-13,2020-08-17 17:20:01,353,254
2020-05-08,2020-08-17 17:20:01,1279,355
2020-05-26,2020-08-17 17:20:01,1777,214
2020-06-18,2020-08-17 17:20:01,2108,98
2020-03-28,2020-08-17 17:20:01,472,146
2020-07-31,2020-08-17 17:20:01,2845,144
2020-04-26,2020-08-17 17:20:01,594,207
2020-06-24,2020-08-17 17:20:01,2042,130
2020-06-21,2020-08-17 17:20:01,1093,65
2020-03-30,2020-08-17 17:20:01,472,240
2020-07-29,2020-08-17 17:20:01,2613,153
2020-06-08,2020-08-17 17:20:01,1397,109
2020-04-21,2020-08-17 17:20:01,921,505
2020-04-07,2020-08-17 17:20:01,755,512
2020-07-20,2020-08-17 17:20:01,2316,124
2020-04-30,2020-08-17 17:20:01,1392,431
2020-06-19,2020-08-17 17:20:01,2115,121
2020-05-06,2020-08-17 17:20:01,1525,358
2020-08-11,2020-08-17 17:20:01,3161,162
2020-04-18,2020-08-17 17:20:01,575,275
2020-03-16,2020-08-17 17:20:01,88,7
2020-07-11,2020-08-17 17:20:01,1388,98
2020-06-12,2020-08-17 17:20:01,1868,104
2020-05-19,2020-08-17 17:20:01,1486,258
2020-05-04,2020-08-17 17:20:01,806,372
2020-03-26,2020-08-17 17:20:01,565,195
2020-08-02,2020-08-17 17:20:01,2342,84
2020-04-11,2020-08-17 17:20:01,639,416
2020-07-24,2020-08-17 17:20:01,3322,211
2020-07-09,2020-08-17 17:20:01,2300,113
2020-03-18,2020-08-17 17:20:01,201,8
2020-05-15,2020-08-17 17:20:01,1708,261
2020-06-16,2020-08-17 17:20:01,2090,87
2020-05-22,2020-08-17 17:20:01,1729,202
2020-04-09,2020-08-17 17:20:01,820,580
2020-07-22,2020-08-17 17:20:01,3586,202
2020-06-06,2020-08-17 17:20:01,1163,82
2020-05-21,2020-08-17 17:20:01,2142,315
2020-03-14,2020-08-17 17:20:01,64,6
2020-07-13,2020-08-17 17:20:01,2001,136
2020-05-24,2020-08-17 17:20:01,1402,173
2020-07-02,2020-08-17 17:20:01,1988,120
2020-04-28,2020-08-17 17:20:01,1126,471
2020-07-25,2020-08-17 17:20:01,2713,141
2020-04-03,2020-08-17 17:20:01,889,512
2020-07-03,2020-08-17 17:20:01,2569,128
2020-05-25,2020-08-17 17:20:01,1292,129
2020-05-11,2020-08-17 17:20:01,888,245
2020-04-27,2020-08-17 17:20:01,823,425
2020-06-07,2020-08-17 17:20:01,1106,89
2020-08-04,2020-08-17 17:20:01,2914,103
2020-03-24,2020-08-17 17:20:01,471,117
2020-06-23,2020-08-17 17:20:01,2171,154
2020-05-07,2020-08-17 17:20:01,1408,309
2020-08-14,2020-08-17 17:20:01,2953,101
2020-04-15,2020-08-17 17:20:01,874,604
2020-07-06,2020-08-17 17:20:01,1928,114
2020-05-23,2020-08-17 17:20:01,1535,190
2020-05-17,2020-08-17 17:20:01,1177,142
2020-06-27,2020-08-17 17:20:01,1561,109
2020-06-03,2020-08-17 17:20:01,1620,148
2020-07-07,2020-08-17 17:20:01,2387,139
2020-05-30,2020-08-17 17:20:01,1526,125
2020-06-14,2020-08-17 17:20:01,1242,60
2020-04-22,2020-08-17 17:20:01,974,531
2020-05-05,2020-08-17 17:20:01,1226,365
2020-03-31,2020-08-17 17:20:01,737,363
2020-07-28,2020-08-17 17:20:01,2751,115
2020-07-16,2020-08-17 17:20:01,2670,145
2020-08-03,2020-08-17 17:20:01,1682,87
2020-03-25,2020-08-17 17:20:01,657,169
2020-08-08,2020-08-17 17:20:01,2346,88
2020-03-20,2020-08-17 17:20:01,183,32
2020-07-21,2020-08-17 17:20:01,2667,156
2020-07-15,2020-08-17 17:20:01,2931,160
2020-03-12,2020-08-17 17:20:01,24,NA
2020-04-17,2020-08-17 17:20:01,994,599
2020-08-12,2020-08-17 17:20:01,4103,183
2020-05-10,2020-08-17 17:20:01,773,121
2020-04-29,2020-08-17 17:20:01,1597,522
2020-06-25,2020-08-17 17:20:01,2092,122
2020-06-20,2020-08-17 17:20:01,2086,124
2020-07-23,2020-08-17 17:20:01,3915,220
2020-05-31,2020-08-17 17:20:01,1418,111
2020-05-18,2020-08-17 17:20:01,901,181
2020-04-08,2020-08-17 17:20:01,919,576
2020-06-28,2020-08-17 17:20:01,1604,91
2020-03-27,2020-08-17 17:20:01,770,223
2020-08-01,2020-08-17 17:20:01,2047,65
2020-06-17,2020-08-17 17:20:01,2419,145
2020-06-02,2020-08-17 17:20:01,1522,134
2020-06-26,2020-08-17 17:20:01,1504,87
2020-04-05,2020-08-17 17:20:01,663,410
2020-08-13,2020-08-17 17:20:01,2841,91
2020-04-16,2020-08-17 17:20:01,761,526
2020-03-11,2020-08-17 17:20:01,13,NA
2020-05-12,2020-08-17 17:20:01,1342,248
2020-04-10,2020-08-17 17:20:01,876,577
2020-06-11,2020-08-17 17:20:01,1594,102
2020-04-23,2020-08-17 17:20:01,1188,569
2020-05-01,2020-08-17 17:20:01,1062,414
2020-07-27,2020-08-17 17:20:01,1749,161
2020-04-01,2020-08-17 17:20:01,746,421
2020-08-09,2020-08-17 17:20:01,2608,109
2020-03-19,2020-08-17 17:20:01,295,32
2020-07-01,2020-08-17 17:20:01,2289,159
2020-05-13,2020-08-17 17:20:01,1487,241
2020-06-13,2020-08-17 17:20:01,1767,97
2020-03-08,2020-08-17 17:20:01,11,NA
2020-07-05,2020-08-17 17:20:01,1194,80
2020-08-05,2020-08-17 17:20:01,2766,131
2020-03-23,2020-08-17 17:20:01,311,70
