result_date,etl_timestamp,negative,positive
2020-04-19,2020-07-18 17:20:02,467,261
2020-07-16,2020-07-18 17:20:02,1906,74
2020-03-29,2020-07-18 17:20:02,487,215
2020-06-25,2020-07-18 17:20:02,2145,123
2020-05-11,2020-07-18 17:20:02,884,248
2020-04-20,2020-07-18 17:20:02,668,495
2020-05-16,2020-07-18 17:20:02,1367,166
2020-05-25,2020-07-18 17:20:02,1304,128
2020-07-15,2020-07-18 17:20:02,2910,138
2020-04-02,2020-07-18 17:20:02,709,364
2020-07-02,2020-07-18 17:20:02,2016,117
2020-04-11,2020-07-18 17:20:02,679,416
2020-05-30,2020-07-18 17:20:02,1535,129
2020-03-23,2020-07-18 17:20:02,311,72
2020-04-23,2020-07-18 17:20:02,1235,573
2020-04-22,2020-07-18 17:20:02,1027,532
2020-04-14,2020-07-18 17:20:02,517,381
2020-05-31,2020-07-18 17:20:02,1426,112
2020-05-06,2020-07-18 17:20:02,1553,357
2020-04-30,2020-07-18 17:20:02,1437,436
2020-06-20,2020-07-18 17:20:02,2087,124
2020-07-01,2020-07-18 17:20:02,2359,160
2020-03-19,2020-07-18 17:20:02,267,32
2020-06-09,2020-07-18 17:20:02,1970,142
2020-05-17,2020-07-18 17:20:02,1174,142
2020-05-28,2020-07-18 17:20:02,2025,208
2020-05-10,2020-07-18 17:20:02,778,123
2020-05-09,2020-07-18 17:20:02,1187,225
2020-06-04,2020-07-18 17:20:02,1345,87
2020-03-30,2020-07-18 17:20:02,464,241
2020-04-26,2020-07-18 17:20:02,623,207
2020-05-15,2020-07-18 17:20:02,1726,264
2020-06-12,2020-07-18 17:20:02,1862,105
2020-03-16,2020-07-18 17:20:02,84,7
2020-07-11,2020-07-18 17:20:02,1410,98
2020-05-04,2020-07-18 17:20:02,819,375
2020-03-31,2020-07-18 17:20:02,742,363
2020-03-12,2020-07-18 17:20:02,21,NA
2020-06-21,2020-07-18 17:20:02,1086,66
2020-06-08,2020-07-18 17:20:02,1402,112
2020-03-22,2020-07-18 17:20:02,165,51
2020-05-21,2020-07-18 17:20:02,2157,319
2020-05-03,2020-07-18 17:20:02,636,169
2020-04-07,2020-07-18 17:20:02,793,513
2020-07-05,2020-07-18 17:20:02,1193,80
2020-07-10,2020-07-18 17:20:02,1871,107
2020-03-17,2020-07-18 17:20:02,160,16
2020-06-01,2020-07-18 17:20:02,1251,104
2020-04-04,2020-07-18 17:20:02,822,553
2020-07-14,2020-07-18 17:20:02,2358,138
2020-03-13,2020-07-18 17:20:02,47,NA
2020-07-17,2020-07-18 17:20:02,304,NA
2020-06-05,2020-07-18 17:20:02,1463,122
2020-06-22,2020-07-18 17:20:02,1570,109
2020-07-08,2020-07-18 17:20:02,3050,118
2020-05-20,2020-07-18 17:20:02,1706,194
2020-03-08,2020-07-18 17:20:02,11,NA
2020-03-27,2020-07-18 17:20:02,776,223
2020-06-15,2020-07-18 17:20:02,1832,95
2020-04-08,2020-07-18 17:20:02,923,579
2020-04-24,2020-07-18 17:20:02,1153,491
2020-07-04,2020-07-18 17:20:02,1328,65
2020-06-29,2020-07-18 17:20:02,2111,128
2020-04-29,2020-07-18 17:20:02,1632,523
2020-06-18,2020-07-18 17:20:02,2125,102
2020-04-13,2020-07-18 17:20:02,357,253
2020-06-13,2020-07-18 17:20:02,1772,99
2020-06-27,2020-07-18 17:20:02,1563,110
2020-05-19,2020-07-18 17:20:02,1501,259
2020-05-27,2020-07-18 17:20:02,1952,189
2020-04-01,2020-07-18 17:20:02,749,421
2020-03-25,2020-07-18 17:20:02,668,171
2020-05-12,2020-07-18 17:20:02,1361,247
2020-07-13,2020-07-18 17:20:02,2008,134
2020-03-14,2020-07-18 17:20:02,49,6
2020-04-16,2020-07-18 17:20:02,775,525
2020-06-02,2020-07-18 17:20:02,1526,134
2020-07-06,2020-07-18 17:20:02,1930,115
2020-05-22,2020-07-18 17:20:02,1751,204
2020-04-06,2020-07-18 17:20:02,867,554
2020-06-07,2020-07-18 17:20:02,1108,90
2020-05-05,2020-07-18 17:20:02,1265,366
2020-03-11,2020-07-18 17:20:02,13,NA
