result_date,etl_timestamp,negative,positive
2020-05-10,2020-08-11 17:20:02,764,121
2020-08-05,2020-08-11 17:20:02,2726,126
2020-03-23,2020-08-11 17:20:02,310,72
2020-05-31,2020-08-11 17:20:02,1414,111
2020-07-15,2020-08-11 17:20:02,2921,159
2020-03-12,2020-08-11 17:20:02,23,NA
2020-04-04,2020-08-11 17:20:02,802,553
2020-07-08,2020-08-11 17:20:02,2962,121
2020-03-13,2020-08-11 17:20:02,69,NA
2020-05-30,2020-08-11 17:20:02,1518,125
