date,etl_timestamp,Yes,NO_UNKNOWN
2020-04-24,2020-09-16 17:20:03,106,386
2020-04-02,2020-09-16 17:20:03,120,242
2020-04-20,2020-09-16 17:20:03,128,365
2020-06-18,2020-09-16 17:20:03,9,91
2020-04-27,2020-09-16 17:20:03,110,319
2020-05-25,2020-09-16 17:20:03,28,100
2020-09-13,2020-09-16 17:20:03,NA,58
2020-07-15,2020-09-16 17:20:03,9,150
2020-04-10,2020-09-16 17:20:03,129,451
2020-07-26,2020-09-16 17:20:03,13,80
2020-06-11,2020-09-16 17:20:03,18,86
2020-03-26,2020-09-16 17:20:03,66,129
2020-07-09,2020-09-16 17:20:03,12,104
2020-06-17,2020-09-16 17:20:03,19,125
2020-06-28,2020-09-16 17:20:03,16,80
2020-04-13,2020-09-16 17:20:03,108,146
2020-03-20,2020-09-16 17:20:03,7,25
2020-03-19,2020-09-16 17:20:03,5,27
2020-04-11,2020-09-16 17:20:03,123,293
2020-05-10,2020-09-16 17:20:03,25,101
2020-08-12,2020-09-16 17:20:03,7,195
2020-04-16,2020-09-16 17:20:03,144,382
2020-06-06,2020-09-16 17:20:03,22,62
2020-07-31,2020-09-16 17:20:03,18,130
2020-09-03,2020-09-16 17:20:03,NA,121
2020-06-26,2020-09-16 17:20:03,16,72
2020-08-20,2020-09-16 17:20:03,8,105
2020-07-07,2020-09-16 17:20:03,15,124
2020-07-04,2020-09-16 17:20:03,12,57
2020-06-09,2020-09-16 17:20:03,22,120
2020-05-17,2020-09-16 17:20:03,33,109
NA,2020-09-16 17:20:03,10,42
2020-04-06,2020-09-16 17:20:03,135,420
2020-06-12,2020-09-16 17:20:03,26,80
2020-04-17,2020-09-16 17:20:03,129,470
2020-04-08,2020-09-16 17:20:03,139,440
2020-06-23,2020-09-16 17:20:03,21,134
2020-05-06,2020-09-16 17:20:03,59,301
2020-08-07,2020-09-16 17:20:03,8,94
2020-04-21,2020-09-16 17:20:03,113,396
2020-09-15,2020-09-16 17:20:03,NA,59
2020-07-21,2020-09-16 17:20:03,14,142
2020-03-30,2020-09-16 17:20:03,72,169
2020-05-02,2020-09-16 17:20:03,73,234
2020-05-31,2020-09-16 17:20:03,31,81
2020-09-14,2020-09-16 17:20:03,NA,64
2020-09-04,2020-09-16 17:20:03,NA,92
2020-07-19,2020-09-16 17:20:03,9,96
2020-08-03,2020-09-16 17:20:03,11,79
2020-06-07,2020-09-16 17:20:03,20,69
2020-05-14,2020-09-16 17:20:03,45,219
2020-08-29,2020-09-16 17:20:03,5,117
2020-07-18,2020-09-16 17:20:03,17,100
2020-08-10,2020-09-16 17:20:03,13,97
2020-08-09,2020-09-16 17:20:03,13,101
2020-08-04,2020-09-16 17:20:03,10,94
2020-04-22,2020-09-16 17:20:03,111,421
2020-09-08,2020-09-16 17:20:03,NA,51
2020-04-29,2020-09-16 17:20:03,104,423
2020-06-13,2020-09-16 17:20:03,18,81
2020-05-01,2020-09-16 17:20:03,106,315
2020-07-02,2020-09-16 17:20:03,16,104
2020-07-28,2020-09-16 17:20:03,NA,111
2020-09-10,2020-09-16 17:20:03,NA,93
2020-09-05,2020-09-16 17:20:03,NA,68
2020-04-01,2020-09-16 17:20:03,114,307
2020-08-19,2020-09-16 17:20:03,5,114
2020-06-02,2020-09-16 17:20:03,24,109
2020-05-26,2020-09-16 17:20:03,28,194
2020-05-30,2020-09-16 17:20:03,19,108
2020-06-04,2020-09-16 17:20:03,22,63
2020-03-21,2020-09-16 17:20:03,9,45
2020-04-05,2020-09-16 17:20:03,98,313
2020-07-11,2020-09-16 17:20:03,16,83
2020-09-06,2020-09-16 17:20:03,NA,61
2020-05-20,2020-09-16 17:20:03,23,170
2020-06-22,2020-09-16 17:20:03,8,100
2020-04-04,2020-09-16 17:20:03,118,435
2020-09-11,2020-09-16 17:20:03,NA,80
