date,etl_timestamp,Yes,NO_UNKNOWN
2020-08-30,2020-09-10 17:20:02,NA,79
2020-05-28,2020-09-10 17:20:02,34,176
2020-08-13,2020-09-10 17:20:02,NA,98
2020-04-14,2020-09-10 17:20:02,120,261
2020-09-02,2020-09-10 17:20:02,NA,140
2020-05-24,2020-09-10 17:20:02,26,151
2020-06-24,2020-09-10 17:20:02,16,114
2020-03-14,2020-09-10 17:20:02,NA,5
2020-05-29,2020-09-10 17:20:02,27,179
2020-08-24,2020-09-10 17:20:02,6,72
2020-05-11,2020-09-10 17:20:02,58,188
2020-07-24,2020-09-10 17:20:02,20,193
2020-05-05,2020-09-10 17:20:02,87,280
2020-08-15,2020-09-10 17:20:02,7,99
2020-07-05,2020-09-10 17:20:02,11,69
2020-04-18,2020-09-10 17:20:02,78,197
2020-05-22,2020-09-10 17:20:02,33,170
2020-05-16,2020-09-10 17:20:02,23,144
2020-06-20,2020-09-10 17:20:02,19,105
2020-04-07,2020-09-10 17:20:02,139,373
2020-03-27,2020-09-10 17:20:02,50,173
2020-07-17,2020-09-10 17:20:02,25,175
2020-09-07,2020-09-10 17:20:02,NA,49
2020-05-15,2020-09-10 17:20:02,49,215
2020-07-01,2020-09-10 17:20:02,19,140
2020-08-06,2020-09-10 17:20:02,15,147
2020-09-01,2020-09-10 17:20:02,NA,203
2020-07-08,2020-09-10 17:20:02,13,108
2020-06-15,2020-09-10 17:20:02,21,74
2020-05-03,2020-09-10 17:20:02,50,119
2020-03-23,2020-09-10 17:20:02,18,53
2020-08-21,2020-09-10 17:20:02,12,79
2020-06-25,2020-09-10 17:20:02,14,110
2020-04-24,2020-09-10 17:20:02,106,386
2020-04-02,2020-09-10 17:20:02,120,242
2020-04-20,2020-09-10 17:20:02,128,364
2020-06-18,2020-09-10 17:20:02,9,91
2020-04-27,2020-09-10 17:20:02,109,320
2020-05-25,2020-09-10 17:20:02,29,100
2020-07-15,2020-09-10 17:20:02,9,150
2020-04-10,2020-09-10 17:20:02,128,451
2020-07-26,2020-09-10 17:20:02,12,81
2020-06-11,2020-09-10 17:20:02,18,86
2020-03-20,2020-09-10 17:20:02,8,24
2020-03-19,2020-09-10 17:20:02,5,27
2020-04-11,2020-09-10 17:20:02,123,293
2020-05-10,2020-09-10 17:20:02,25,98
2020-08-12,2020-09-10 17:20:02,5,196
2020-04-16,2020-09-10 17:20:02,144,382
2020-06-06,2020-09-10 17:20:02,22,62
2020-07-31,2020-09-10 17:20:02,17,132
2020-09-03,2020-09-10 17:20:02,NA,126
2020-06-26,2020-09-10 17:20:02,16,72
2020-08-20,2020-09-10 17:20:02,8,100
2020-07-07,2020-09-10 17:20:02,15,124
2020-07-04,2020-09-10 17:20:02,12,57
2020-06-09,2020-09-10 17:20:02,22,120
2020-05-17,2020-09-10 17:20:02,33,109
NA,2020-09-10 17:20:02,10,35
2020-04-06,2020-09-10 17:20:02,134,421
2020-06-12,2020-09-10 17:20:02,25,80
2020-04-17,2020-09-10 17:20:02,130,469
2020-04-08,2020-09-10 17:20:02,139,440
2020-06-23,2020-09-10 17:20:02,21,134
2020-05-06,2020-09-10 17:20:02,59,302
2020-08-07,2020-09-10 17:20:02,9,93
2020-04-21,2020-09-10 17:20:02,112,397
2020-07-21,2020-09-10 17:20:02,13,143
2020-03-30,2020-09-10 17:20:02,72,169
2020-08-22,2020-09-10 17:20:02,NA,81
2020-05-02,2020-09-10 17:20:02,72,235
2020-05-31,2020-09-10 17:20:02,31,81
2020-09-04,2020-09-10 17:20:02,NA,90
2020-07-19,2020-09-10 17:20:02,9,96
2020-08-03,2020-09-10 17:20:02,9,81
2020-06-07,2020-09-10 17:20:02,19,70
2020-05-14,2020-09-10 17:20:02,45,219
2020-08-29,2020-09-10 17:20:02,5,117
2020-07-18,2020-09-10 17:20:02,16,101
2020-08-10,2020-09-10 17:20:02,11,99
2020-08-09,2020-09-10 17:20:02,14,99
2020-08-04,2020-09-10 17:20:02,9,94
2020-04-22,2020-09-10 17:20:02,111,422
2020-09-08,2020-09-10 17:20:02,NA,43
2020-04-29,2020-09-10 17:20:02,104,423
2020-06-13,2020-09-10 17:20:02,18,81
2020-05-01,2020-09-10 17:20:02,105,315
2020-07-02,2020-09-10 17:20:02,16,104
2020-07-28,2020-09-10 17:20:02,NA,112
2020-09-05,2020-09-10 17:20:02,NA,64
2020-04-01,2020-09-10 17:20:02,115,306
2020-08-19,2020-09-10 17:20:02,5,111
2020-06-02,2020-09-10 17:20:02,23,110
2020-05-26,2020-09-10 17:20:02,28,194
2020-05-30,2020-09-10 17:20:02,19,108
2020-06-04,2020-09-10 17:20:02,22,63
2020-03-21,2020-09-10 17:20:02,10,44
2020-04-05,2020-09-10 17:20:02,98,313
2020-07-11,2020-09-10 17:20:02,16,83
2020-09-06,2020-09-10 17:20:02,NA,56
2020-05-20,2020-09-10 17:20:02,22,172
2020-06-22,2020-09-10 17:20:02,8,100
2020-04-04,2020-09-10 17:20:02,118,435
